2025-04-24 19:14:19,886 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2025-04-24 19:55:02,453 [main] INFO  o.e.c.elements.UDPConnector - UDPConnector listening on /[0:0:0:0:0:0:0:0]:5685, recv buf = 106496, send buf = 106496, recv packet size = 2048
2025-04-24 19:55:02,454 [main] INFO  o.e.c.core.network.CoapEndpoint - [LWM2M Server-coap://0.0.0.0:5685] Started endpoint at coap://[0:0:0:0:0:0:0:0]:5685
2025-04-24 19:55:02,455 [main] INFO  o.e.c.scandium.DTLSConnector - multiple network interfaces, using smallest MTU [IPv4 1500, IPv6 1280]
2025-04-24 19:55:02,461 [DTLS-Receiver-0-/[0:0:0:0:0:0:0:0]:5686] INFO  o.e.c.scandium.DTLSConnector - Starting worker thread [DTLS-Receiver-0-/[0:0:0:0:0:0:0:0]:5686]
2025-04-24 19:55:02,462 [main] INFO  o.e.c.scandium.DTLSConnector - DTLSConnector listening on /[0:0:0:0:0:0:0:0]:5686, recv buf = 106496, send buf = 106496, recv packet size = 16490, MTU = IPv4 1500 / IPv6 1280
2025-04-24 19:55:02,462 [DTLS-Receiver-1-/[0:0:0:0:0:0:0:0]:5686] INFO  o.e.c.scandium.DTLSConnector - Starting worker thread [DTLS-Receiver-1-/[0:0:0:0:0:0:0:0]:5686]
2025-04-24 19:55:02,465 [main] INFO  o.e.c.core.network.CoapEndpoint - [LWM2M Server-coaps://0.0.0.0:5686] Started endpoint at coaps://[0:0:0:0:0:0:0:0]:5686
2025-04-24 19:55:02,465 [main] INFO  o.eclipse.leshan.server.LeshanServer - LWM2M server started.
2025-04-24 19:55:02,476 [main] INFO  o.eclipse.leshan.server.LeshanServer - CoAP over UDP endpoint based on Californium library available at coap://[0:0:0:0:0:0:0:0]:5685.
2025-04-24 19:55:02,476 [main] INFO  o.eclipse.leshan.server.LeshanServer - CoAP over DTLS endpoint based on Californium/Scandium library available at coaps://[0:0:0:0:0:0:0:0]:5686.
2025-04-24 19:55:02,506 [main] INFO  o.t.s.t.l.s.DefaultLwM2mTransportService - Started LwM2M transport server.
2025-04-24 19:55:02,509 [main] INFO  o.t.s.t.snmp.SnmpTransportContext - Initializing SNMP devices sessions
2025-04-24 19:55:02,530 [device-state-scheduled-21-thread-1] INFO  o.t.s.s.s.DefaultDeviceStateService - [tb_core.9] Submit task for device states: 1
2025-04-24 19:55:02,587 [DbCallbackExecutorService-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage] Managing following partitions:
2025-04-24 19:55:02,587 [DbCallbackExecutorService-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage][tb_core.4]: 0 entities
2025-04-24 19:55:02,587 [DbCallbackExecutorService-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage][tb_core.8]: 0 entities
2025-04-24 19:55:02,587 [DbCallbackExecutorService-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage][tb_core.0]: 0 entities
2025-04-24 19:55:02,587 [DbCallbackExecutorService-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage][tb_core.3]: 1 entities
2025-04-24 19:55:02,588 [DbCallbackExecutorService-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage][tb_core.7]: 0 entities
2025-04-24 19:55:02,588 [DbCallbackExecutorService-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage][tb_core.2]: 0 entities
2025-04-24 19:55:02,588 [DbCallbackExecutorService-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage][tb_core.6]: 0 entities
2025-04-24 19:55:02,594 [DbCallbackExecutorService-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage][tb_core.5]: 0 entities
2025-04-24 19:55:02,594 [DbCallbackExecutorService-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage][tb_core.1]: 1 entities
2025-04-24 19:55:02,595 [DbCallbackExecutorService-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage][tb_core.9]: 0 entities
2025-04-24 19:55:02,642 [device-state-0-1] INFO  o.t.s.s.s.DefaultDeviceStateService - [9] Initialized 1 out of 1 device states
2025-04-24 19:55:02,642 [device-state-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State] Managing following partitions:
2025-04-24 19:55:02,643 [device-state-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State][tb_core.4]: 0 entities
2025-04-24 19:55:02,643 [device-state-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State][tb_core.8]: 0 entities
2025-04-24 19:55:02,644 [device-state-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State][tb_core.0]: 0 entities
2025-04-24 19:55:02,644 [device-state-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State][tb_core.3]: 0 entities
2025-04-24 19:55:02,644 [device-state-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State][tb_core.7]: 0 entities
2025-04-24 19:55:02,644 [device-state-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State][tb_core.2]: 0 entities
2025-04-24 19:55:02,644 [device-state-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State][tb_core.6]: 0 entities
2025-04-24 19:55:02,644 [device-state-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State][tb_core.5]: 0 entities
2025-04-24 19:55:02,644 [device-state-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State][tb_core.1]: 0 entities
2025-04-24 19:55:02,645 [device-state-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State][tb_core.9]: 1 entities
2025-04-24 19:55:03,539 [main] INFO  o.t.s.ThingsboardServerApplication - Started ThingsBoard in 61 seconds
2025-04-24 19:55:03,978 [rule-dispatcher-0-6] INFO  o.t.s.d.s.i.s.SqlPartitioningRepository - Saving partition 1745452800000-1746057600000 for table lc_event
2025-04-24 19:55:04,203 [rule-dispatcher-0-3] INFO  c.d.oss.driver.api.core.uuid.Uuids - PID obtained through JMX: 22
2025-04-24 19:55:07,098 [nioEventLoopGroup-4-11] ERROR o.t.s.t.mqtt.MqttTransportHandler - [ee15f551-7d40-4ffd-9216-92fc1f87b53d] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:07,103 [nioEventLoopGroup-4-12] ERROR o.t.s.t.mqtt.MqttTransportHandler - [40c8089b-47c4-4b3e-8979-fc4549f4c64a] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:07,107 [nioEventLoopGroup-4-1] ERROR o.t.s.t.mqtt.MqttTransportHandler - [cf7fd4b1-925d-46cc-ba4b-343f1a2dd814] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:07,116 [nioEventLoopGroup-4-2] ERROR o.t.s.t.mqtt.MqttTransportHandler - [4835e7db-15c9-42c0-9a70-390f9763d5f4] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:07,118 [nioEventLoopGroup-4-3] ERROR o.t.s.t.mqtt.MqttTransportHandler - [66906cd5-437e-4ced-abe4-fb41499f926a] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:07,123 [nioEventLoopGroup-4-4] ERROR o.t.s.t.mqtt.MqttTransportHandler - [d43db13e-617a-4d6a-bbe0-7a9b11388f9a] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:07,126 [nioEventLoopGroup-4-5] ERROR o.t.s.t.mqtt.MqttTransportHandler - [220bd6ef-e276-4476-90c7-7d8191719184] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:07,130 [nioEventLoopGroup-4-6] ERROR o.t.s.t.mqtt.MqttTransportHandler - [5b2ece04-de81-487e-b092-bbe7db2b0d8b] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:07,135 [nioEventLoopGroup-4-7] ERROR o.t.s.t.mqtt.MqttTransportHandler - [1f7a6931-5fd5-4103-b369-c06ed847e5ce] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:07,138 [nioEventLoopGroup-4-8] ERROR o.t.s.t.mqtt.MqttTransportHandler - [aa0f12dc-26bb-4d7f-8b08-b08b33d9f2e3] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:08,929 [git-sync-64-thread-1] INFO  o.t.s.s.sync.DefaultGitSyncService - [gateways-dashboard] Initialized repository
2025-04-24 19:55:09,537 [git-sync-64-thread-1] INFO  o.t.s.d.resource.BaseResourceService - Updating system resource gateway-management-extension.js
2025-04-24 19:55:09,567 [git-sync-64-thread-1] INFO  org.owasp.validator.html.Policy - Attempting to load AntiSamy policy from an input stream.
2025-04-24 19:55:09,887 [nioEventLoopGroup-4-9] ERROR o.t.s.t.mqtt.MqttTransportHandler - [8b72d05a-9162-4221-b074-e08f18f7e4d0] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:09,897 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
2025-04-24 19:55:09,901 [nioEventLoopGroup-4-10] ERROR o.t.s.t.mqtt.MqttTransportHandler - [cfd870f0-1168-44b8-b6bd-bbb7b123291e] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:09,907 [nioEventLoopGroup-4-11] ERROR o.t.s.t.mqtt.MqttTransportHandler - [d93f67fe-d337-4d0d-b823-28a0eb924614] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:09,914 [git-sync-64-thread-1] WARN  org.owasp.validator.html.Policy - The directive "noopenerAndNoreferrerAnchors" is enabled by default, but disabled in this policy. It is recommended to leave it enabled to prevent reverse tabnabbing attacks.
2025-04-24 19:55:09,917 [nioEventLoopGroup-4-12] ERROR o.t.s.t.mqtt.MqttTransportHandler - [b197ba1d-cc36-4a17-ba62-ab03c39417ae] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:09,922 [nioEventLoopGroup-4-1] ERROR o.t.s.t.mqtt.MqttTransportHandler - [25830034-697f-4b29-bd14-0a597e61c7b3] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:09,927 [nioEventLoopGroup-4-2] ERROR o.t.s.t.mqtt.MqttTransportHandler - [475c4da8-b43b-4a41-abe2-8254e0c84526] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:09,932 [nioEventLoopGroup-4-3] ERROR o.t.s.t.mqtt.MqttTransportHandler - [5eb031ac-47c1-4840-8243-cb72c2149b1c] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:09,936 [nioEventLoopGroup-4-4] ERROR o.t.s.t.mqtt.MqttTransportHandler - [876cf6b9-45a6-4250-ac4c-01f02df2fdcd] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:09,942 [nioEventLoopGroup-4-5] ERROR o.t.s.t.mqtt.MqttTransportHandler - [d44aa585-0450-4e61-8bad-12cc320853ff] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:09,944 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS Latest] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
2025-04-24 19:55:09,945 [nioEventLoopGroup-4-6] ERROR o.t.s.t.mqtt.MqttTransportHandler - [b5853cad-1646-4fb3-b925-6c7c57e83eca] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:10,753 [nioEventLoopGroup-4-7] ERROR o.t.s.t.mqtt.MqttTransportHandler - [51b13396-6ded-4963-9f77-9737564de79e] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:10,762 [nioEventLoopGroup-4-8] ERROR o.t.s.t.mqtt.MqttTransportHandler - [0c60fa9f-e2d7-43e6-a41a-e08f7095952e] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:10,767 [nioEventLoopGroup-4-9] ERROR o.t.s.t.mqtt.MqttTransportHandler - [dbf56dad-c481-4dc8-8664-0592e3befaae] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:10,774 [nioEventLoopGroup-4-10] ERROR o.t.s.t.mqtt.MqttTransportHandler - [56772e20-6ae4-44f8-890a-dceefa395610] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:10,781 [nioEventLoopGroup-4-11] ERROR o.t.s.t.mqtt.MqttTransportHandler - [8e1d2a84-a472-44b3-811a-e2afa368fc88] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:10,787 [nioEventLoopGroup-4-12] ERROR o.t.s.t.mqtt.MqttTransportHandler - [bd238bef-14b1-4bcb-afc2-a84d75b843e8] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:10,794 [nioEventLoopGroup-4-1] ERROR o.t.s.t.mqtt.MqttTransportHandler - [685c642a-e2e6-44ff-af5c-4da67ebd1b34] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:10,799 [nioEventLoopGroup-4-2] ERROR o.t.s.t.mqtt.MqttTransportHandler - [c240be7f-4016-416c-994b-36a625af8ee1] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:10,806 [nioEventLoopGroup-4-3] ERROR o.t.s.t.mqtt.MqttTransportHandler - [7b862259-8bca-4baa-a1a5-dc2d21d842a0] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:10,810 [nioEventLoopGroup-4-4] ERROR o.t.s.t.mqtt.MqttTransportHandler - [c812181e-b75d-41da-aa50-81cfb781326d] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:11,331 [nioEventLoopGroup-4-5] ERROR o.t.s.t.mqtt.MqttTransportHandler - [1e67d1e8-dc4d-4281-8a05-04580a15af2f] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:11,336 [nioEventLoopGroup-4-6] ERROR o.t.s.t.mqtt.MqttTransportHandler - [1cca4611-0beb-453b-bf2e-7d7d06d0ba9e] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:11,351 [nioEventLoopGroup-4-7] ERROR o.t.s.t.mqtt.MqttTransportHandler - [e14af5b5-d377-48d2-ae55-3afa47d80bb8] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:11,357 [nioEventLoopGroup-4-8] ERROR o.t.s.t.mqtt.MqttTransportHandler - [a1904079-ea05-43a3-ae5f-b33fdd4a64f8] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:11,368 [nioEventLoopGroup-4-9] ERROR o.t.s.t.mqtt.MqttTransportHandler - [927c9238-49e7-4217-8564-e982a5d13d58] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:11,373 [nioEventLoopGroup-4-10] ERROR o.t.s.t.mqtt.MqttTransportHandler - [37051e0f-8e2f-4358-9ce7-cf0d9d78be68] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:11,383 [nioEventLoopGroup-4-11] ERROR o.t.s.t.mqtt.MqttTransportHandler - [8cd58f7c-a9f5-4651-a8ac-916cb04aa6e5] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:11,388 [nioEventLoopGroup-4-12] ERROR o.t.s.t.mqtt.MqttTransportHandler - [2b42c18c-b0ca-4a14-b01d-64ed2140d4a6] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:11,394 [nioEventLoopGroup-4-1] ERROR o.t.s.t.mqtt.MqttTransportHandler - [7b47e3c3-803f-4104-99dd-0572782c97b5] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:11,399 [nioEventLoopGroup-4-2] ERROR o.t.s.t.mqtt.MqttTransportHandler - [78dfac55-f39d-4d2e-89f7-fffd515922f3] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:11,852 [git-sync-64-thread-1] INFO  o.t.s.d.resource.BaseResourceService - Updating system resource gateways_dashboard.json
2025-04-24 19:55:11,872 [git-sync-64-thread-1] INFO  o.t.s.s.e.d.DashboardSyncService - Gateways dashboard sync completed
2025-04-24 19:55:11,881 [nioEventLoopGroup-4-3] ERROR o.t.s.t.mqtt.MqttTransportHandler - [4fb62b6e-3d88-454e-92a9-46e05b8cd6d9] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:11,891 [nioEventLoopGroup-4-4] ERROR o.t.s.t.mqtt.MqttTransportHandler - [08401c72-e9b1-4bab-9ad5-7cbf73f4c2c9] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:11,896 [nioEventLoopGroup-4-5] ERROR o.t.s.t.mqtt.MqttTransportHandler - [a2bda83f-f242-418a-a10b-102c75c9711f] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:11,902 [nioEventLoopGroup-4-6] ERROR o.t.s.t.mqtt.MqttTransportHandler - [344a3cc2-62d5-4960-979c-b809a69d1017] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:11,909 [nioEventLoopGroup-4-7] ERROR o.t.s.t.mqtt.MqttTransportHandler - [7d178e52-bc83-41e6-9935-199164529194] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:11,915 [nioEventLoopGroup-4-8] ERROR o.t.s.t.mqtt.MqttTransportHandler - [8b9d6741-de62-4b7b-951f-f5d8639c4c85] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:11,923 [nioEventLoopGroup-4-9] ERROR o.t.s.t.mqtt.MqttTransportHandler - [d5f0beee-e899-44cd-b95f-61a27e40ed5a] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:11,931 [nioEventLoopGroup-4-10] ERROR o.t.s.t.mqtt.MqttTransportHandler - [896d8e3e-45cb-4aa8-8fd5-27655b9341fd] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:11,935 [nioEventLoopGroup-4-11] ERROR o.t.s.t.mqtt.MqttTransportHandler - [e5a8ee52-c6e5-426c-acb8-6a4d9e379b7a] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:11,939 [nioEventLoopGroup-4-12] ERROR o.t.s.t.mqtt.MqttTransportHandler - [22a2fdd0-59da-4962-8332-26190e1a7d70] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:12,357 [nioEventLoopGroup-4-1] ERROR o.t.s.t.mqtt.MqttTransportHandler - [f24ebe94-27f5-47a1-8650-b1757b05a7c5] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:12,363 [nioEventLoopGroup-4-2] ERROR o.t.s.t.mqtt.MqttTransportHandler - [cff7fa70-c05d-4351-a86d-e4ca52768fea] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:12,369 [nioEventLoopGroup-4-3] ERROR o.t.s.t.mqtt.MqttTransportHandler - [0dd41180-6664-4c0a-959c-1ea6aa4d0440] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:12,373 [nioEventLoopGroup-4-4] ERROR o.t.s.t.mqtt.MqttTransportHandler - [c0bcff95-3f78-4cf3-9a64-583098e31644] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:12,380 [nioEventLoopGroup-4-5] ERROR o.t.s.t.mqtt.MqttTransportHandler - [bca88833-ce50-4eb5-b651-52d2744e3810] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:12,384 [nioEventLoopGroup-4-6] ERROR o.t.s.t.mqtt.MqttTransportHandler - [5a6945c1-b76f-43ff-84c7-f1b196857f6f] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:12,391 [nioEventLoopGroup-4-7] ERROR o.t.s.t.mqtt.MqttTransportHandler - [e242ac99-1268-412c-936a-f287f548c553] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:12,395 [nioEventLoopGroup-4-8] ERROR o.t.s.t.mqtt.MqttTransportHandler - [e67127a0-105f-42da-895f-f60eddd95ac3] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:12,398 [nioEventLoopGroup-4-9] ERROR o.t.s.t.mqtt.MqttTransportHandler - [e754ed65-fffe-41d2-a83d-c3f1cbd02eea] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:12,402 [nioEventLoopGroup-4-10] ERROR o.t.s.t.mqtt.MqttTransportHandler - [9853485f-1a0e-4c47-afc3-62357a92c795] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:12,857 [nioEventLoopGroup-4-11] ERROR o.t.s.t.mqtt.MqttTransportHandler - [629e33e9-b959-471b-bed7-82934da44dd7] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:12,860 [nioEventLoopGroup-4-12] ERROR o.t.s.t.mqtt.MqttTransportHandler - [f16cd117-7c56-4ff5-bbe4-09527ca6b45e] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:12,865 [nioEventLoopGroup-4-1] ERROR o.t.s.t.mqtt.MqttTransportHandler - [eaf4ea85-7d2b-4438-a105-9eb821074e2a] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:12,869 [nioEventLoopGroup-4-2] ERROR o.t.s.t.mqtt.MqttTransportHandler - [647a4af4-cb1f-4c9c-8b67-81c37955a1ca] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:12,873 [nioEventLoopGroup-4-3] ERROR o.t.s.t.mqtt.MqttTransportHandler - [0cd4795e-b9d3-4e47-95e1-e05f10a6baa9] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:12,875 [nioEventLoopGroup-4-4] ERROR o.t.s.t.mqtt.MqttTransportHandler - [1cf47616-a4cc-4013-94c6-db01000f923b] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:12,878 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [Events] queueSize [0] totalAdded [6] totalSaved [6] totalFailed [0]
2025-04-24 19:55:12,878 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [Events] queueSize [0] totalAdded [6] totalSaved [6] totalFailed [0]
2025-04-24 19:55:12,879 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [Events] queueSize [0] totalAdded [5] totalSaved [5] totalFailed [0]
2025-04-24 19:55:12,883 [nioEventLoopGroup-4-5] ERROR o.t.s.t.mqtt.MqttTransportHandler - [01876a9a-e362-4ef6-83be-d7ba7a1abdba] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:12,888 [nioEventLoopGroup-4-6] ERROR o.t.s.t.mqtt.MqttTransportHandler - [fa583c67-4e85-4c71-b907-715c9445b186] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:12,892 [nioEventLoopGroup-4-7] ERROR o.t.s.t.mqtt.MqttTransportHandler - [a59c2b18-841f-4263-a1f3-19af1317215f] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:12,896 [nioEventLoopGroup-4-8] ERROR o.t.s.t.mqtt.MqttTransportHandler - [bafad033-3f70-4873-bf2f-78643079769e] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:13,285 [nioEventLoopGroup-4-9] ERROR o.t.s.t.mqtt.MqttTransportHandler - [b1c746c7-24d9-44ce-93df-eb46d4d4ebfc] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:13,289 [nioEventLoopGroup-4-10] ERROR o.t.s.t.mqtt.MqttTransportHandler - [2b948199-a809-4c47-bfbe-2cc163af6e2a] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:13,293 [nioEventLoopGroup-4-11] ERROR o.t.s.t.mqtt.MqttTransportHandler - [cbbb8c94-01f4-4375-a44b-076e446c3d7d] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:13,302 [nioEventLoopGroup-4-12] ERROR o.t.s.t.mqtt.MqttTransportHandler - [54e792ce-0d2a-4a80-8f5b-afa92bf43d88] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:13,308 [nioEventLoopGroup-4-1] ERROR o.t.s.t.mqtt.MqttTransportHandler - [db427b4e-01d0-4527-aaf6-b0c7e9e66387] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
2025-04-24 19:55:13,318 [nioEventLoopGroup-4-2] ERROR o.t.s.t.mqtt.MqttTransportHandler - [886ef17b-1409-4bfa-9b89-382900bbc960] Message decoding failed: Illegal BIT 2 or 1 in fixed header of PUBACK message, must be 0, found 3
